selection1_name,selection1_url,selection1_finding,selection1_description,selection1_cause_description,selection1_disorder_name,selection1_disorder_url,selection1_disorder_probability,selection1_disorder_probability_url,selection1_age_risk_factor_name,selection1_age_risk_factor_url,selection1_age_risk_factor_age_risk_value,selection1_age_risk_factor_finding,selection1_sex_risk_factor_name,selection1_sex_risk_factor_url,selection1_sex_risk_factor_sex_risk_value,selection1_sex_risk_factor_finding,selection1_race_risk_factor_name,selection1_race_risk_factor_url,selection1_race_risk_factor_race_risk_value,selection1_race_risk_factor_finding,selection2_selection1_name,selection2_selection1_url,selection2_selection1_finding,selection2_selection1_description,selection2_selection1_cause_description,selection2_selection1_disorder_name,selection2_selection1_disorder_url,selection2_selection1_disorder_probability,selection2_selection1_disorder_probability_url,selection2_selection1_age_risk_factor_name,selection2_selection1_age_risk_factor_url,selection2_selection1_age_risk_factor_age_risk_value,selection2_selection1_age_risk_factor_finding,selection2_selection1_sex_risk_factor_name,selection2_selection1_sex_risk_factor_url,selection2_selection1_sex_risk_factor_sex_risk_value,selection2_selection1_sex_risk_factor_finding,selection2_selection1_race_risk_factor_name,selection2_selection1_race_risk_factor_url,selection2_selection1_race_risk_factor_race_risk_value,selection2_selection1_race_risk_factor_finding,selection2_selection2_selection1_name,selection2_selection2_selection1_url,selection2_selection2_selection1_finding,selection2_selection2_selection1_description,selection2_selection2_selection1_cause_description,selection2_selection2_selection1_disorder_name,selection2_selection2_selection1_disorder_url,selection2_selection2_selection1_disorder_probability,selection2_selection2_selection1_disorder_probability_url,selection2_selection2_selection1_age_risk_factor_name,selection2_selection2_selection1_age_risk_factor_url,selection2_selection2_selection1_age_risk_factor_age_risk_value,selection2_selection2_selection1_age_risk_factor_finding,selection2_selection2_selection1_sex_risk_factor_name,selection2_selection2_selection1_sex_risk_factor_url,selection2_selection2_selection1_sex_risk_factor_sex_risk_value,selection2_selection2_selection1_sex_risk_factor_finding,selection2_selection2_selection1_race_risk_factor_name,selection2_selection2_selection1_race_risk_factor_url,selection2_selection2_selection1_race_risk_factor_race_risk_value,selection2_selection2_selection1_race_risk_factor_finding,selection2_selection2_selection2_selection1_name,selection2_selection2_selection2_selection1_url,selection2_selection2_selection2_selection1_finding,selection2_selection2_selection2_selection1_description,selection2_selection2_selection2_selection1_cause_description,selection2_selection2_selection2_selection1_disorder_name,selection2_selection2_selection2_selection1_disorder_url,selection2_selection2_selection2_selection1_disorder_probability,selection2_selection2_selection2_selection1_disorder_probability_url,selection2_selection2_selection2_selection1_age_risk_factor_name,selection2_selection2_selection2_selection1_age_risk_factor_url,selection2_selection2_selection2_selection1_age_risk_factor_age_risk_value,selection2_selection2_selection2_selection1_age_risk_factor_finding,selection2_selection2_selection2_selection1_sex_risk_factor_name,selection2_selection2_selection2_selection1_sex_risk_factor_url,selection2_selection2_selection2_selection1_sex_risk_factor_sex_risk_value,selection2_selection2_selection2_selection1_sex_risk_factor_finding,selection2_selection2_selection2_selection1_race_risk_factor_name,selection2_selection2_selection2_selection1_race_risk_factor_url,selection2_selection2_selection2_selection1_race_risk_factor_race_risk_value,selection2_selection2_selection2_selection1_race_risk_factor_finding,selection2_selection2_selection2_selection2_selection1_name,selection2_selection2_selection2_selection2_selection1_url,selection2_selection2_selection2_selection2_selection1_finding,selection2_selection2_selection2_selection2_selection1_description,selection2_selection2_selection2_selection2_selection1_cause_description,selection2_selection2_selection2_selection2_selection1_disorder_name,selection2_selection2_selection2_selection2_selection1_disorder_url,selection2_selection2_selection2_selection2_selection1_disorder_probability,selection2_selection2_selection2_selection2_selection1_disorder_probability_url,selection2_selection2_selection2_selection2_selection1_age_risk_factor_name,selection2_selection2_selection2_selection2_selection1_age_risk_factor_url,selection2_selection2_selection2_selection2_selection1_age_risk_factor_age_risk_value,selection2_selection2_selection2_selection2_selection1_age_risk_factor_finding,selection2_selection2_selection2_selection2_selection1_sex_risk_factor_name,selection2_selection2_selection2_selection2_selection1_sex_risk_factor_url,selection2_selection2_selection2_selection2_selection1_sex_risk_factor_sex_risk_value,selection2_selection2_selection2_selection2_selection1_sex_risk_factor_finding,selection2_selection2_selection2_selection2_selection1_race_risk_factor_name,selection2_selection2_selection2_selection2_selection1_race_risk_factor_url,selection2_selection2_selection2_selection2_selection1_race_risk_factor_race_risk_value,selection2_selection2_selection2_selection2_selection1_race_risk_factor_finding
,,,,,,,,,5-14 years,http://www.symcat.com/demographics/age-5-14-years,0.0x,Abdominal distention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,15-29 years,http://www.symcat.com/demographics/age-15-29-years,0.3x,Abdominal distention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,30-44 years,http://www.symcat.com/demographics/age-30-44-years,0.8x,Abdominal distention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,45-59 years,http://www.symcat.com/demographics/age-45-59-years,1.9x,Abdominal distention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,60-74 years,http://www.symcat.com/demographics/age-60-74-years,2.4x,Abdominal distention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,75+ years,http://www.symcat.com/demographics/age-75-years,0.3x,Abdominal distention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Male,http://www.symcat.com/demographics/sex-male,1.2x,Abdominal distention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Female,http://www.symcat.com/demographics/sex-female,0.9x,Abdominal distention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Black,http://www.symcat.com/demographics/race-ethnicity-black,0.9x,Abdominal distention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Hispanic,http://www.symcat.com/demographics/race-ethnicity-hispanic,0.5x,Abdominal distention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,White,http://www.symcat.com/demographics/race-ethnicity-white,1.2x,Abdominal distention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Other,http://www.symcat.com/demographics/race-ethnicity-other,0.5x,Abdominal distention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abdominal pain,http://www.symcat.com/symptoms/abdominal-pain,Abdominal pain,"Abdominal pain (or stomach ache) is a common symptom associated with transient disorders or serious disease. Diagnosing the cause of abdominal pain can be difficult, because many diseases can cause this symptom. Most frequently the cause is benign and/or self-limiting, but more serious causes may require urgent intervention.","The most common kinds of abdominal pains are burning abdominal pain, sharp abdominal pain, lower abdominal pain, and upper abdominal pain.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abnormal appearing skin,http://www.symcat.com/symptoms/abnormal-appearing-skin,Abnormal appearing skin,"""Birthmarks"" is the fourth episode of the fifth season of House and the ninetieth episode overall. It aired on October 14, 2008.","The most common causes of abnormal appearing skin are pyogenic skin infection, actinic keratosis, and seborrheic keratosis. Other possible causes, such as skin disorder, are more rare.",Pyogenic skin infection,http://www.symcat.com/conditions/pyogenic-skin-infection,22,http://www.symcat.com/conditions/pyogenic-skin-infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abnormal appearing skin,http://www.symcat.com/symptoms/abnormal-appearing-skin,Abnormal appearing skin,"""Birthmarks"" is the fourth episode of the fifth season of House and the ninetieth episode overall. It aired on October 14, 2008.","The most common causes of abnormal appearing skin are pyogenic skin infection, actinic keratosis, and seborrheic keratosis. Other possible causes, such as skin disorder, are more rare.",Actinic keratosis,http://www.symcat.com/conditions/actinic-keratosis,9,http://www.symcat.com/conditions/actinic-keratosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abnormal appearing skin,http://www.symcat.com/symptoms/abnormal-appearing-skin,Abnormal appearing skin,"""Birthmarks"" is the fourth episode of the fifth season of House and the ninetieth episode overall. It aired on October 14, 2008.","The most common causes of abnormal appearing skin are pyogenic skin infection, actinic keratosis, and seborrheic keratosis. Other possible causes, such as skin disorder, are more rare.",Seborrheic keratosis,http://www.symcat.com/conditions/seborrheic-keratosis,6,http://www.symcat.com/conditions/seborrheic-keratosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abnormal appearing skin,http://www.symcat.com/symptoms/abnormal-appearing-skin,Abnormal appearing skin,"""Birthmarks"" is the fourth episode of the fifth season of House and the ninetieth episode overall. It aired on October 14, 2008.","The most common causes of abnormal appearing skin are pyogenic skin infection, actinic keratosis, and seborrheic keratosis. Other possible causes, such as skin disorder, are more rare.",Contact dermatitis,http://www.symcat.com/conditions/contact-dermatitis,6,http://www.symcat.com/conditions/contact-dermatitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abnormal appearing skin,http://www.symcat.com/symptoms/abnormal-appearing-skin,Abnormal appearing skin,"""Birthmarks"" is the fourth episode of the fifth season of House and the ninetieth episode overall. It aired on October 14, 2008.","The most common causes of abnormal appearing skin are pyogenic skin infection, actinic keratosis, and seborrheic keratosis. Other possible causes, such as skin disorder, are more rare.",Skin cancer,http://www.symcat.com/conditions/skin-cancer,6,http://www.symcat.com/conditions/skin-cancer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abnormal appearing skin,http://www.symcat.com/symptoms/abnormal-appearing-skin,Abnormal appearing skin,"""Birthmarks"" is the fourth episode of the fifth season of House and the ninetieth episode overall. It aired on October 14, 2008.","The most common causes of abnormal appearing skin are pyogenic skin infection, actinic keratosis, and seborrheic keratosis. Other possible causes, such as skin disorder, are more rare.",Skin pigmentation disorder,http://www.symcat.com/conditions/skin-pigmentation-disorder,5,http://www.symcat.com/conditions/skin-pigmentation-disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abnormal appearing skin,http://www.symcat.com/symptoms/abnormal-appearing-skin,Abnormal appearing skin,"""Birthmarks"" is the fourth episode of the fifth season of House and the ninetieth episode overall. It aired on October 14, 2008.","The most common causes of abnormal appearing skin are pyogenic skin infection, actinic keratosis, and seborrheic keratosis. Other possible causes, such as skin disorder, are more rare.",Skin polyp,http://www.symcat.com/conditions/skin-polyp,5,http://www.symcat.com/conditions/skin-polyp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abnormal appearing skin,http://www.symcat.com/symptoms/abnormal-appearing-skin,Abnormal appearing skin,"""Birthmarks"" is the fourth episode of the fifth season of House and the ninetieth episode overall. It aired on October 14, 2008.","The most common causes of abnormal appearing skin are pyogenic skin infection, actinic keratosis, and seborrheic keratosis. Other possible causes, such as skin disorder, are more rare.",Skin disorder,http://www.symcat.com/conditions/skin-disorder,3,http://www.symcat.com/conditions/skin-disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,< 1 years,http://www.symcat.com/demographics/age-1-years,1.2x,Abnormal appearing skin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1-4 years,http://www.symcat.com/demographics/age-1-4-years,1.2x,Abnormal appearing skin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,5-14 years,http://www.symcat.com/demographics/age-5-14-years,1.0x,Abnormal appearing skin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,15-29 years,http://www.symcat.com/demographics/age-15-29-years,0.7x,Abnormal appearing skin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,30-44 years,http://www.symcat.com/demographics/age-30-44-years,0.9x,Abnormal appearing skin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,45-59 years,http://www.symcat.com/demographics/age-45-59-years,1.0x,Abnormal appearing skin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,60-74 years,http://www.symcat.com/demographics/age-60-74-years,1.3x,Abnormal appearing skin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,75+ years,http://www.symcat.com/demographics/age-75-years,1.3x,Abnormal appearing skin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Male,http://www.symcat.com/demographics/sex-male,1.1x,Abnormal appearing skin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Female,http://www.symcat.com/demographics/sex-female,0.9x,Abnormal appearing skin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Black,http://www.symcat.com/demographics/race-ethnicity-black,0.6x,Abnormal appearing skin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Hispanic,http://www.symcat.com/demographics/race-ethnicity-hispanic,0.8x,Abnormal appearing skin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,White,http://www.symcat.com/demographics/race-ethnicity-white,1.2x,Abnormal appearing skin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,Other,http://www.symcat.com/demographics/race-ethnicity-other,0.9x,Abnormal appearing skin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abnormal appearing tongue,http://www.symcat.com/symptoms/abnormal-appearing-tongue,Abnormal appearing tongue,Abnormal appearing tongue is encountered rarely on Symcat. We will add more content to this page if enough people like you show interest.,"The most common causes of abnormal appearing tongue are oral thrush (yeast infection), common cold, and obesity. Other possible causes, such as cold sore, are more rare.",Oral thrush (yeast infection),http://www.symcat.com/conditions/oral-thrush-yeast-infection,50,http://www.symcat.com/conditions/oral-thrush-yeast-infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
